pos,transaction,date,amount
33618a,201903090102,2019-03-09 19:17:46,17.95
33618a,201903090103,2019-03-09 20:06:52,19.0
33618a,201903090104,2019-03-09 20:41:59,1.0
33618a,201903100001,2019-03-10 10:05:37,8.99
33618a,201903100002,2019-03-10 11:02:56,18.98
33618a,201903100003,2019-03-10 11:03:24,14.99
33618a,201903100004,2019-03-10 11:17:45,1.99
33618a,201903100005,2019-03-10 11:37:00,1.99
33618a,201903100006,2019-03-10 11:39:44,19.96
33618a,201903100007,2019-03-10 11:40:36,-9.99
33618a,201903100008,2019-03-10 11:40:52,10.98
33618a,201903100009,2019-03-10 11:42:14,3.99
33618a,201903100010,2019-03-10 11:58:35,3.99
33618a,201903100011,2019-03-10 12:03:56,44.94
33618a,201903100012,2019-03-10 12:06:17,9.99
33618a,201903100013,2019-03-10 12:09:20,-14.99
33618a,201903100014,2019-03-10 12:10:42,21.98
33618a,201903100015,2019-03-10 12:22:50,10.98
33618a,201903100016,2019-03-10 12:23:54,47.95
33618a,201903100017,2019-03-10 12:25:06,46.94
33618a,201903100018,2019-03-10 12:28:59,8.08
33618a,201903100019,2019-03-10 12:34:39,9.99
33618a,201903100020,2019-03-10 12:35:39,9.99
33618a,201903100021,2019-03-10 12:36:12,13.97
33618a,201903100022,2019-03-10 12:44:59,17.7
33618a,201903100023,2019-03-10 12:49:31,9.99
33618a,201903100024,2019-03-10 12:50:08,4.99
33618a,201903100025,2019-03-10 12:58:32,7.98
33618a,201903100026,2019-03-10 13:04:48,14.99
33618a,201903100027,2019-03-10 13:06:45,-4.99
33618a,201903100028,2019-03-10 13:08:15,5.49
33618a,201903100029,2019-03-10 13:09:47,13.94
33618a,201903100030,2019-03-10 13:26:18,37.15
33618a,201903100031,2019-03-10 13:33:49,3.99
33618a,201903100032,2019-03-10 13:40:30,54.13
33618a,201903100033,2019-03-10 13:41:24,13.17
33618a,201903100034,2019-03-10 13:46:22,9.98
33618a,201903100035,2019-03-10 13:46:57,9.98
33618a,201903100036,2019-03-10 13:49:31,8.98
33618a,201903100037,2019-03-10 14:09:00,4.99
33618a,201903100038,2019-03-10 14:09:31,4.99
33618a,201903100039,2019-03-10 14:20:50,18.94
33618a,201903100040,2019-03-10 14:21:40,9.99
33618a,201903100041,2019-03-10 14:30:36,26.98
33618a,201903100042,2019-03-10 14:32:04,3.98
33618a,201903100043,2019-03-10 14:32:53,2.0
33618a,201903100044,2019-03-10 14:33:21,6.99
33618a,201903100045,2019-03-10 14:34:16,38.17
33618a,201903100046,2019-03-10 14:34:44,2.99
33618a,201903100047,2019-03-10 14:36:24,11.98
33618a,201903100048,2019-03-10 14:40:43,3.99
33618a,201903100049,2019-03-10 14:41:08,4.99
33618a,201903100050,2019-03-10 14:41:30,11.98
33618a,201903100051,2019-03-10 14:41:54,7.99
33618a,201903100052,2019-03-10 14:54:25,14.99
33618a,201903100053,2019-03-10 14:58:28,1.99
33618a,201903100054,2019-03-10 14:59:19,4.99
33618a,201903100055,2019-03-10 15:01:21,6.99
33618a,201903100056,2019-03-10 15:04:39,7.18
33618a,201903100057,2019-03-10 15:05:23,39.95
33618a,201903100058,2019-03-10 15:06:27,4.18
33618a,201903100059,2019-03-10 15:07:18,24.98
33618a,201903100060,2019-03-10 15:07:58,2.99
33618a,201903100061,2019-03-10 15:11:16,27.97
33618a,201903100062,2019-03-10 15:11:45,4.99
33618a,201903100063,2019-03-10 15:15:49,5.98
33618a,201903100064,2019-03-10 15:16:07,12.99
33618a,201903100065,2019-03-10 15:17:53,5.99
33618a,201903100066,2019-03-10 15:36:10,31.93
33618a,201903100067,2019-03-10 15:36:45,12.99
33618a,201903100068,2019-03-10 15:37:18,17.99
33618a,201903100069,2019-03-10 15:37:56,19.99
33618a,201903100070,2019-03-10 15:44:12,8.97
33618a,201903100071,2019-03-10 15:44:52,14.99
33618a,201903100072,2019-03-10 15:45:24,3.99
33618a,201903100073,2019-03-10 15:46:04,18.98
33618a,201903100074,2019-03-10 15:58:27,15.97
33618a,201903100075,2019-03-10 15:58:51,7.98
33618a,201903100076,2019-03-10 16:01:50,-6.99
33618a,201903100077,2019-03-10 16:08:05,31.95
33618a,201903100078,2019-03-10 16:08:58,18.96
33618a,201903100079,2019-03-10 16:09:36,14.99
33618a,201903100080,2019-03-10 16:11:04,5.0
33618a,201903100081,2019-03-10 16:12:05,3.99
33618a,201903100082,2019-03-10 16:15:07,14.17
33618a,201903100083,2019-03-10 16:15:38,14.99
33618a,201903100084,2019-03-10 16:16:12,17.99
33618a,201903100085,2019-03-10 16:22:28,12.96
33618a,201903100086,2019-03-10 16:23:38,13.96
33618a,201903100087,2019-03-10 16:24:23,12.98
33618a,201903100088,2019-03-10 16:26:06,19.97
33618a,201903100089,2019-03-10 16:26:37,7.98
33618a,201903100090,2019-03-10 16:30:54,3.99
33618a,201903100091,2019-03-10 16:34:00,14.98
33618a,201903100092,2019-03-10 17:00:32,8.99
33618a,201903100093,2019-03-10 17:05:59,3.98
33618a,201903100094,2019-03-10 17:07:23,51.14
33618a,201903100095,2019-03-10 17:07:44,4.99
33618a,201903100096,2019-03-10 17:09:22,27.16
33618a,201903100097,2019-03-10 17:12:04,4.99
33618a,201903100098,2019-03-10 17:12:48,3.99
33618a,201903100099,2019-03-10 17:20:03,7.99
33618a,201903100100,2019-03-10 17:22:35,18.98
33618a,201903100101,2019-03-10 17:23:18,10.98
33618a,201903100102,2019-03-10 17:24:03,6.98
33618a,201903100103,2019-03-10 17:24:41,6.99
33618a,201903100104,2019-03-10 17:25:11,3.98
33618a,201903100105,2019-03-10 17:32:01,1.99
33618a,201903100106,2019-03-10 17:34:14,14.99
33618a,201903100107,2019-03-10 17:35:34,6.98
33618a,201903100108,2019-03-10 17:44:21,14.99
33618a,201903100109,2019-03-10 17:56:00,1.99
33618a,201903100110,2019-03-10 18:24:48,5.98
33618a,201903100111,2019-03-10 18:35:38,42.15
33618a,201903110001,2019-03-11 10:29:27,-19.99
33618a,201903110002,2019-03-11 10:29:47,34.99
33618a,201903110003,2019-03-11 10:47:59,8.98
33618a,201903110004,2019-03-11 11:58:56,7.98
33618a,201903110005,2019-03-11 12:03:38,6.99
33618a,201903110006,2019-03-11 13:45:19,22.98
33618a,201903110007,2019-03-11 14:22:24,14.99
33618a,201903110008,2019-03-11 15:00:23,10.97
33618a,201903110009,2019-03-11 15:31:28,37.16
33618a,201903110010,2019-03-11 15:32:08,18.98
33618a,201903110011,2019-03-11 15:34:02,34.25
33618a,201903110012,2019-03-11 15:34:57,-4.99
33618a,201903110013,2019-03-11 15:36:10,15.98
33618a,201903110014,2019-03-11 15:36:59,7.99
33618a,201903110015,2019-03-11 15:39:41,19.28
33618a,201903110016,2019-03-11 15:40:07,9.99
33618a,201903110017,2019-03-11 15:40:43,24.99
33618a,201903110018,2019-03-11 15:42:05,31.97
33618a,201903110019,2019-03-11 15:48:40,11.97
33618a,201903110020,2019-03-11 15:49:46,20.17
33618a,201903110021,2019-03-11 15:53:23,-19.97
33618a,201903110022,2019-03-11 17:04:27,7.96
33618a,201903110023,2019-03-11 17:04:44,4.99
33618a,201903110024,2019-03-11 17:07:21,7.99
33618a,201903110025,2019-03-11 18:39:56,12.99
33618a,201903120001,2019-03-12 11:22:21,40.95
33618a,201903120002,2019-03-12 13:28:21,4.99
33618a,201903120003,2019-03-12 14:51:09,1.0
33618a,201903120004,2019-03-12 15:23:32,4.99
33618a,201903120005,2019-03-12 15:42:24,19.99
33618a,201903120006,2019-03-12 15:42:49,29.98
33618a,201903120007,2019-03-12 18:04:55,17.15
33618a,201903120008,2019-03-12 18:17:00,9.99
33618a,201903120009,2019-03-12 18:18:48,-27.99
33618a,201903120010,2019-03-12 18:23:37,19.98
33618a,201903120011,2019-03-12 18:29:00,10.97
33618a,201903130001,2019-03-13 13:30:03,8.98
33618a,201903130002,2019-03-13 13:48:36,9.99
33618a,201903130003,2019-03-13 13:49:34,24.99
33618a,201903130004,2019-03-13 13:55:20,27.97
33618a,201903130005,2019-03-13 14:06:07,7.99
33618a,201903130006,2019-03-13 14:06:45,11.98
33618a,201903130007,2019-03-13 14:40:52,7.99
33618a,201903130008,2019-03-13 14:43:24,15.17
33618a,201903130009,2019-03-13 14:47:23,9.99
33618a,201903130010,2019-03-13 14:48:26,14.99
33618a,201903130011,2019-03-13 15:24:48,18.18
33618a,201903130012,2019-03-13 15:29:12,52.11
33618a,201903130013,2019-03-13 15:39:43,17.94
33618a,201903130014,2019-03-13 15:58:07,19.98
33618a,201903130015,2019-03-13 15:59:00,8.98
33618a,201903130016,2019-03-13 15:59:25,5.49
33618a,201903130017,2019-03-13 16:00:36,4.99
33618a,201903130018,2019-03-13 16:19:43,3.99
33618a,201903130019,2019-03-13 16:31:02,14.99
33618a,201903130020,2019-03-13 16:34:19,64.88
33618a,201903130021,2019-03-13 16:35:02,11.98
33618a,201903130022,2019-03-13 16:40:34,37.93
33618a,201903130023,2019-03-13 16:41:16,9.98
33618a,201903130024,2019-03-13 16:43:37,39.17
33618a,201903130025,2019-03-13 16:47:56,9.99
33618a,201903130026,2019-03-13 16:48:39,4.99
33618a,201903130027,2019-03-13 16:58:14,18.97
33618a,201903130028,2019-03-13 17:01:30,12.99
33618a,201903130029,2019-03-13 17:06:27,25.97
33618a,201903130030,2019-03-13 17:07:02,10.97
33618a,201903130031,2019-03-13 17:07:43,8.99
33618a,201903130032,2019-03-13 17:10:40,3.99
33618a,201903130033,2019-03-13 17:17:52,12.98
33618a,201903130034,2019-03-13 17:18:15,9.99
33618a,201903130035,2019-03-13 17:18:42,4.99
33618a,201903130036,2019-03-13 17:27:41,4.99
33618a,201903130037,2019-03-13 17:46:16,3.99
33618a,201903130038,2019-03-13 17:49:17,13.19
33618a,201903130039,2019-03-13 17:53:24,2.99
33618a,201903130040,2019-03-13 18:21:42,23.07
33618a,201903130041,2019-03-13 18:24:24,9.99
33618a,201903140001,2019-03-14 11:51:22,30.93
33618a,201903140002,2019-03-14 11:55:36,2.99
33618a,201903140003,2019-03-14 11:58:08,6.99
33618a,201903140004,2019-03-14 12:00:39,9.99
33618a,201903140005,2019-03-14 12:25:49,7.99
33618a,201903140006,2019-03-14 12:27:00,26.96
33618a,201903140007,2019-03-14 13:25:28,8.19
33618a,201903140008,2019-03-14 14:46:52,11.96
33618a,201903140009,2019-03-14 14:47:33,1.0
33618a,201903140010,2019-03-14 14:52:23,16.97
33618a,201903140011,2019-03-14 14:59:52,3.99
33618a,201903140012,2019-03-14 15:01:16,20.17
33618a,201903140013,2019-03-14 15:03:51,21.95
33618a,201903140014,2019-03-14 15:06:08,14.98
33618a,201903140015,2019-03-14 15:13:04,11.96
33618a,201903140016,2019-03-14 15:22:30,4.99
33618a,201903140017,2019-03-14 15:24:31,1.99
33618a,201903140018,2019-03-14 15:25:39,4.99
33618a,201903140019,2019-03-14 15:26:15,16.97
33618a,201903140020,2019-03-14 15:27:31,12.18
33618a,201903140021,2019-03-14 15:28:16,6.98
33618a,201903140022,2019-03-14 15:34:52,4.99
33618a,201903140023,2019-03-14 15:35:22,5.99
33618a,201903140024,2019-03-14 15:44:48,6.99
33618a,201903140025,2019-03-14 15:45:08,7.99
33618a,201903140026,2019-03-14 15:45:44,2.99
33618a,201903140027,2019-03-14 15:46:53,23.97
33618a,201903140028,2019-03-14 16:43:33,12.97
33618a,201903140029,2019-03-14 16:44:19,4.99
33618a,201903140030,2019-03-14 16:44:47,8.97
33618a,201903140031,2019-03-14 16:48:41,2.0
33618a,201903140032,2019-03-14 16:48:54,3.99
33618a,201903140033,2019-03-14 17:22:26,9.99
33618a,201903140034,2019-03-14 17:27:07,14.99
33618a,201903140035,2019-03-14 17:29:39,16.17
33618a,201903140036,2019-03-14 17:30:12,13.97
33618a,201903140037,2019-03-14 17:32:08,14.99
33618a,201903140038,2019-03-14 17:35:33,22.98
33618a,201903140039,2019-03-14 17:36:34,63.89
33618a,201903140040,2019-03-14 17:38:40,4.99
33618a,201903140041,2019-03-14 17:50:03,14.98
33618a,201903140042,2019-03-14 17:51:13,18.16
33618a,201903140043,2019-03-14 18:05:27,14.99
33618a,201903140044,2019-03-14 18:30:32,-11.98
33618a,201903140045,2019-03-14 18:31:07,4.99
33618a,201903140046,2019-03-14 18:35:01,3.0
33618a,201903140047,2019-03-14 18:43:33,24.25
33618a,201903140048,2019-03-14 18:44:51,42.92
33618a,201903140049,2019-03-14 19:18:49,4.99
33618a,201903140050,2019-03-14 19:19:31,20.97
33618a,201903140051,2019-03-14 19:22:10,13.96
33618a,201903140052,2019-03-14 19:33:27,15.29
33618a,201903140053,2019-03-14 19:39:30,17.97
33618a,201903140054,2019-03-14 19:39:54,8.98
33618a,201903140055,2019-03-14 19:43:19,28.96
33618a,201903140056,2019-03-14 20:00:09,9.99
33618a,201903140057,2019-03-14 20:18:13,6.99
33618a,201903140058,2019-03-14 20:36:00,18.93
33618a,201903150001,2019-03-15 09:56:54,2.99
33618a,201903150002,2019-03-15 11:38:18,3.99
33618a,201903150003,2019-03-15 13:34:07,4.99
33618a,201903150004,2019-03-15 13:42:28,3.99
33618a,201903150005,2019-03-15 13:53:23,19.99
33618a,201903150006,2019-03-15 13:59:26,-19.99
33618a,201903150007,2019-03-15 14:15:05,13.29
33618a,201903150008,2019-03-15 14:53:45,39.92
33618a,201903150009,2019-03-15 14:54:24,7.48
33618a,201903150010,2019-03-15 14:55:11,4.99
33618a,201903150011,2019-03-15 15:45:03,3.99
33618a,201903150012,2019-03-15 15:46:35,2.99
33618a,201903150013,2019-03-15 15:57:38,30.18
33618a,201903150014,2019-03-15 15:58:27,37.94
33618a,201903150015,2019-03-15 15:58:54,4.99
33618a,201903150016,2019-03-15 16:13:38,9.99
33618a,201903150017,2019-03-15 16:14:22,15.17
33618a,201903150018,2019-03-15 16:14:42,3.98
33618a,201903150019,2019-03-15 16:16:09,3.99
33618a,201903150020,2019-03-15 17:16:12,11.98
33618a,201903150021,2019-03-15 17:17:01,34.99
33618a,201903150022,2019-03-15 17:34:08,12.99
33618a,201903150023,2019-03-15 17:37:32,20.98
33618a,201903150024,2019-03-15 17:38:22,24.99
33618a,201903150025,2019-03-15 17:54:53,13.29
33618a,201903150026,2019-03-15 18:48:54,4.99
33618a,201903150027,2019-03-15 19:30:08,2.99
33618a,201903150028,2019-03-15 19:30:51,7.98
33618a,201903150029,2019-03-15 20:18:09,43.14
33618a,201903150030,2019-03-15 20:19:02,13.97
33618a,201903150031,2019-03-15 20:30:29,2.0
33618a,201903160001,2019-03-16 09:39:12,4.99
33618a,201903160002,2019-03-16 09:39:51,12.99
33618a,201903160003,2019-03-16 09:41:58,3.99
33618a,201903160004,2019-03-16 10:05:29,7.98
33618a,201903160005,2019-03-16 10:05:55,4.99
33618a,201903160006,2019-03-16 10:35:51,1.99
33618a,201903160007,2019-03-16 11:19:53,25.17
33618a,201903160008,2019-03-16 11:27:11,5.98
33618a,201903160009,2019-03-16 11:28:06,14.98
33618a,201903160010,2019-03-16 11:31:24,40.26
33618a,201903160011,2019-03-16 11:45:45,2.0
33618a,201903160012,2019-03-16 11:56:50,15.99
33618a,201903160013,2019-03-16 11:57:24,17.96
33618a,201903160014,2019-03-16 11:57:43,9.99
33618a,201903160015,2019-03-16 11:58:06,3.99
33618a,201903160016,2019-03-16 11:59:27,12.18
33618a,201903160017,2019-03-16 12:03:15,7.99
33618a,201903160018,2019-03-16 12:24:57,3.99
33618a,201903160019,2019-03-16 12:26:59,6.98
33618a,201903160020,2019-03-16 12:32:00,7.99
33618a,201903160021,2019-03-16 12:32:32,4.99
33618a,201903160022,2019-03-16 12:33:26,13.98
33618a,201903160023,2019-03-16 12:47:01,34.94
33618a,201903160024,2019-03-16 12:48:09,11.97
33618a,201903160025,2019-03-16 12:49:17,57.67
33618a,201903160026,2019-03-16 12:50:57,29.99
33618a,201903160027,2019-03-16 13:03:45,6.98
33618a,201903160028,2019-03-16 13:04:09,4.99
33618a,201903160029,2019-03-16 13:04:48,13.98
33618a,201903160030,2019-03-16 13:10:02,9.98
33618a,201903160031,2019-03-16 13:10:46,14.17
33618a,201903160032,2019-03-16 13:12:47,6.99
33618a,201903160033,2019-03-16 13:13:26,7.99
33618a,201903160034,2019-03-16 13:13:47,7.99
33618a,201903160035,2019-03-16 13:15:16,9.99
33618a,201903160036,2019-03-16 13:15:57,32.98
33618a,201903160037,2019-03-16 13:26:30,39.96
33618a,201903160038,2019-03-16 13:28:24,3.99
33618a,201903160039,2019-03-16 13:35:56,10.18
33618a,201903160040,2019-03-16 13:40:11,4.99
33618a,201903160041,2019-03-16 13:41:02,9.98
33618a,201903160042,2019-03-16 13:43:45,7.99
33618a,201903160043,2019-03-16 13:47:49,64.92
33618a,201903160044,2019-03-16 13:49:05,3.0
33618a,201903160045,2019-03-16 13:50:57,1.5
33618a,201903160046,2019-03-16 13:53:56,13.18
33618a,201903160047,2019-03-16 14:03:05,16.16
33618a,201903160048,2019-03-16 14:03:43,14.99
33618a,201903160049,2019-03-16 14:04:17,13.98
33618a,201903160050,2019-03-16 14:11:17,12.97
33618a,201903160051,2019-03-16 14:12:19,-6.99
33618a,201903160052,2019-03-16 14:12:51,4.99
33618a,201903160053,2019-03-16 14:44:05,9.49
33618a,201903160054,2019-03-16 14:45:14,46.92
33618a,201903160055,2019-03-16 14:46:52,22.97
33618a,201903160056,2019-03-16 14:47:26,7.99
33618a,201903160057,2019-03-16 14:47:59,26.99
33618a,201903160058,2019-03-16 14:53:35,1.99
33618a,201903160059,2019-03-16 14:59:01,3.99
33618a,201903160060,2019-03-16 15:04:31,29.97
33618a,201903160061,2019-03-16 15:06:53,35.95
33618a,201903160062,2019-03-16 15:07:24,9.98
33618a,201903160063,2019-03-16 15:07:53,7.99
33618a,201903160064,2019-03-16 15:17:05,41.11
33618a,201903160065,2019-03-16 15:22:28,4.99
33618a,201903160066,2019-03-16 15:23:30,15.97
33618a,201903160067,2019-03-16 15:24:00,9.98
33618a,201903160068,2019-03-16 15:26:03,36.95
33618a,201903160069,2019-03-16 15:33:47,7.18
33618a,201903160070,2019-03-16 15:35:05,7.99
33618a,201903160071,2019-03-16 15:42:35,2.5
33618a,201903160072,2019-03-16 16:05:31,9.99
33618a,201903160073,2019-03-16 16:21:21,22.26
33618a,201903160074,2019-03-16 16:24:17,3.99
33618a,201903160075,2019-03-16 16:25:01,9.98
33618a,201903160076,2019-03-16 16:32:44,3.99
33618a,201903160077,2019-03-16 16:38:49,8.99
33618a,201903160078,2019-03-16 16:42:28,1.0
33618a,201903160079,2019-03-16 16:45:02,17.28
33618a,201903160080,2019-03-16 16:45:37,10.09
33618a,201903160081,2019-03-16 16:45:58,1.99
33618a,201903160082,2019-03-16 16:48:08,8.18
33618a,201903160083,2019-03-16 17:01:16,86.81
33618a,201903160084,2019-03-16 17:02:24,11.07
33618a,201903160085,2019-03-16 17:06:37,4.99
33618a,201903160086,2019-03-16 17:06:51,2.99
33618a,201903160087,2019-03-16 17:22:02,18.96
33618a,201903160088,2019-03-16 17:22:58,16.17
33618a,201903160089,2019-03-16 17:25:50,2.99
33618a,201903160090,2019-03-16 17:27:05,14.99
33618a,201903160091,2019-03-16 17:27:24,3.99
33618a,201903160092,2019-03-16 17:28:40,6.99
33618a,201903160093,2019-03-16 17:52:07,20.97
33618a,201903160094,2019-03-16 18:07:11,2.0
33618a,201903160095,2019-03-16 18:10:42,3.99
33618a,201903160096,2019-03-16 18:17:13,4.99
33618a,201903160097,2019-03-16 18:41:16,7.99
33618a,201903160098,2019-03-16 18:52:04,9.99
33618a,201903160099,2019-03-16 19:34:51,9.48
33618a,201903160100,2019-03-16 19:39:06,1.0
33618a,201903170001,2019-03-17 10:10:54,6.99
33618a,201903170002,2019-03-17 10:31:26,4.99
33618a,201903170003,2019-03-17 10:50:33,25.17
33618a,201903170004,2019-03-17 10:51:02,9.98
33618a,201903170005,2019-03-17 11:06:37,12.98
33618a,201903170006,2019-03-17 11:13:07,9.98
33618a,201903170007,2019-03-17 11:13:48,9.98
33618a,201903170008,2019-03-17 11:15:03,4.99
33618a,201903170009,2019-03-17 11:15:34,39.99
33618a,201903170010,2019-03-17 11:28:59,3.99
33618a,201903170011,2019-03-17 11:38:02,8.99
33618a,201903170012,2019-03-17 12:00:09,94.16
33618a,201903170013,2019-03-17 12:09:11,9.98
33618a,201903170014,2019-03-17 12:09:35,9.98
33618a,201903170015,2019-03-17 12:13:41,-23.88
33618a,201903170016,2019-03-17 12:14:24,34.99
33618a,201903170017,2019-03-17 12:15:29,12.99
33618a,201903170018,2019-03-17 12:16:11,27.98
33618a,201903170019,2019-03-17 12:16:45,24.97
33618a,201903170020,2019-03-17 12:17:48,12.99
33618a,201903170021,2019-03-17 12:25:06,15.17
33618a,201903170022,2019-03-17 12:35:00,8.98
33618a,201903170023,2019-03-17 12:37:53,52.96
33618a,201903170024,2019-03-17 12:39:30,12.99
33618a,201903170025,2019-03-17 12:40:14,12.99
33618a,201903170026,2019-03-17 12:42:57,16.98
33618a,201903170027,2019-03-17 13:01:42,25.97
33618a,201903170028,2019-03-17 13:05:29,6.99
33618a,201903170029,2019-03-17 13:07:24,19.97
33618a,201903170030,2019-03-17 13:14:24,17.97
33618a,201903170031,2019-03-17 13:15:29,7.19
33618a,201903170032,2019-03-17 13:20:12,7.99
33618a,201903170033,2019-03-17 13:23:12,5.98
33618a,201903170034,2019-03-17 13:24:46,14.98
33618a,201903170035,2019-03-17 13:27:23,4.99
33618a,201903170036,2019-03-17 13:35:40,24.17
33618a,201903170037,2019-03-17 13:39:43,3.98
33618a,201903170038,2019-03-17 13:54:27,14.99
33618a,201903170039,2019-03-17 13:55:05,5.99
33618a,201903170040,2019-03-17 13:55:56,8.98
33618a,201903170041,2019-03-17 14:02:52,5.98
33618a,201903170042,2019-03-17 14:13:41,29.97
33618a,201903170043,2019-03-17 14:17:28,46.15
33618a,201903170044,2019-03-17 14:18:08,12.99
33618a,201903170045,2019-03-17 14:18:53,20.28
33618a,201903170046,2019-03-17 14:19:36,6.99
33618a,201903170047,2019-03-17 14:19:53,6.98
33618a,201903170048,2019-03-17 14:20:44,16.96
33618a,201903170049,2019-03-17 14:21:23,7.96
33618a,201903170050,2019-03-17 14:23:05,8.98
33618a,201903170051,2019-03-17 14:23:44,17.99
33618a,201903170052,2019-03-17 14:26:05,38.97
33618a,201903170053,2019-03-17 14:27:18,20.97
33618a,201903170054,2019-03-17 14:33:54,12.98
33618a,201903170055,2019-03-17 14:39:20,4.99
33618a,201903170056,2019-03-17 14:39:38,8.99
33618a,201903170057,2019-03-17 14:43:02,7.99
33618a,201903170058,2019-03-17 14:51:58,17.96
33618a,201903170059,2019-03-17 14:52:19,1.99
33618a,201903170060,2019-03-17 14:58:33,2.0
33618a,201903170061,2019-03-17 14:58:54,6.99
33618a,201903170062,2019-03-17 14:59:26,4.99
33618a,201903170063,2019-03-17 15:01:14,3.99
33618a,201903170064,2019-03-17 15:01:38,1.99
33618a,201903170065,2019-03-17 15:11:25,14.99
33618a,201903170066,2019-03-17 15:11:46,12.99
33618a,201903170067,2019-03-17 15:18:31,6.99
33618a,201903170068,2019-03-17 15:20:26,25.95
33618a,201903170069,2019-03-17 15:21:17,9.97
33618a,201903170070,2019-03-17 15:22:16,40.96
33618a,201903170071,2019-03-17 15:33:28,3.99
33618a,201903170072,2019-03-17 15:39:10,21.96
33618a,201903170073,2019-03-17 15:39:59,25.95
